Id,IsDeleted,MasterRecordId,Name,Type,ParentId,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,BillingLatitude,BillingLongitude,BillingGeocodeAccuracy,BillingAddress,ShippingStreet,ShippingCity,ShippingState,ShippingPostalCode,ShippingCountry,ShippingLatitude,ShippingLongitude,ShippingGeocodeAccuracy,ShippingAddress,Phone,Fax,AccountNumber,Website,PhotoUrl,Sic,Industry,AnnualRevenue,NumberOfEmployees,Ownership,TickerSymbol,Description,Rating,Site,OwnerId,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,LastViewedDate,LastReferencedDate,Jigsaw,JigsawCompanyId,CleanStatus,AccountSource,DunsNumber,Tradestyle,NaicsCode,NaicsDesc,YearStarted,SicDesc,DandbCompanyId,OperatingHoursId
0017200000biNYeAAM,,,渡瀬パイプ株式会社,お客様,,亀沢１－４－７,墨田区,東京都,130-0014,JP,,,,"{""city"":""墨田区"",""country"":""JP"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""130-0014"",""state"":""東京都"",""street"":""亀沢１－４－７""}",,,,,,,,,,03-1234-5025,03-5793-8302,A-127544,watase-pipe.example.com,/services/images/photo/0017200000biNYeAAM,,流通&小売,126845000000,1900,上場,,"【事業内容】
写真用、医療用、食用各種ゼラチンの製造販売。製本包装用、衛材用、ラベル用その他各種タイプの接着剤、ゲル化剤、安定剤、調味料等の食品材料、生化学、バイオマテリアル用コラーゲンの製造・販売。
2003年6月6日付で環境マネジメントシステムの国際規格である「ISO14001」の認証を、財団法人日本品質保証機構（JQA）より取得",見込み有り,本社,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,,2025-04-17T02:07:28.000+0000,2025-04-17T02:07:28.000+0000,,,Pending,,,,,,,,,
0017200000biNYfAAM,,,黒戸電気株式会社,旧お客様,,港南２－１６－２,港区,東京都,108-8220,JP,,,,"{""city"":""港区"",""country"":""JP"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""108-8220"",""state"":""東京都"",""street"":""港南２－１６－２""}",,,,,,,,,,03-1234-5026,03-5793-8302,A-127556,kuroto-denki.example.com,/services/images/photo/0017200000biNYfAAM,,流通&小売,86800000000,306,上場,,"【事業内容】
写真用、医療用、食用各種ゼラチンの製造販売。製本包装用、衛材用、ラベル用その他各種タイプの接着剤、ゲル化剤、安定剤、調味料等の食品材料、生化学、バイオマテリアル用コラーゲンの製造・販売。
2003年6月6日付で環境マネジメントシステムの国際規格である「ISO14001」の認証を、財団法人日本品質保証機構（JQA）より取得",見込みあり：中,本社,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,,2025-04-17T02:07:28.000+0000,2025-04-17T02:07:28.000+0000,,,Pending,,,,,,,,,
0017200000biNYgAAM,,,江角プラックス株式会社,パートナー,,日本橋馬喰町1-4-16,中央区,東京都,103-0002,JP,,,,"{""city"":""中央区"",""country"":""JP"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""103-0002"",""state"":""東京都"",""street"":""日本橋馬喰町1-4-16""}",,,,,,,,,,03-1234-5027,03-5793-8302,A-127565,esumi-blacks.example.com,/services/images/photo/0017200000biNYgAAM,,流通&小売,77781000000,150,上場,,"【事業内容】
写真用、医療用、食用各種ゼラチンの製造販売。製本包装用、衛材用、ラベル用その他各種タイプの接着剤、ゲル化剤、安定剤、調味料等の食品材料、生化学、バイオマテリアル用コラーゲンの製造・販売。
2003年6月6日付で環境マネジメントシステムの国際規格である「ISO14001」の認証を、財団法人日本品質保証機構（JQA）より取得",見込みあり：高,本社,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,,2025-04-17T02:07:28.000+0000,2025-04-17T02:07:28.000+0000,,,Pending,,,,,,,,,
0017200000biNYhAAM,,,日本マクトロン株式会社,お客様,,芝大門１－１２－１５,港区,東京都,105-8585,JP,,,,"{""city"":""港区"",""country"":""JP"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""105-8585"",""state"":""東京都"",""street"":""芝大門１－１２－１５""}",,,,,,,,,,03-1234-5028,03-5793-8302,A-127579,nihon-mactron.example.com,/services/images/photo/0017200000biNYhAAM,,製造,68127000000,1250,上場,,"【事業内容】
写真用、医療用、食用各種ゼラチンの製造販売。製本包装用、衛材用、ラベル用その他各種タイプの接着剤、ゲル化剤、安定剤、調味料等の食品材料、生化学、バイオマテリアル用コラーゲンの製造・販売。
2003年6月6日付で環境マネジメントシステムの国際規格である「ISO14001」の認証を、財団法人日本品質保証機構（JQA）より取得",見込み有り,本社,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,,2025-04-17T02:07:28.000+0000,2025-04-17T02:07:28.000+0000,,,Pending,,,,,,,,,
0017200000biNYiAAM,,,株式会社マリモト,パートナー,,恵比寿南３－７－４,渋谷区,東京都,150-0022,JP,,,,"{""city"":""渋谷区"",""country"":""JP"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""150-0022"",""state"":""東京都"",""street"":""恵比寿南３－７－４""}",,,,,,,,,,03-1234-5029,03-5793-8302,A-127575,marimoto.example.com,/services/images/photo/0017200000biNYiAAM,,不動産,69057000000,204,未上場,,"【事業内容】
写真用、医療用、食用各種ゼラチンの製造販売。製本包装用、衛材用、ラベル用その他各種タイプの接着剤、ゲル化剤、安定剤、調味料等の食品材料、生化学、バイオマテリアル用コラーゲンの製造・販売。
2003年6月6日付で環境マネジメントシステムの国際規格である「ISO14001」の認証を、財団法人日本品質保証機構（JQA）より取得",見込みあり：高,本社,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,,2025-04-17T02:07:28.000+0000,2025-04-17T02:07:28.000+0000,,,Pending,,,,,,,,,
0017200000biNYjAAM,,,株式会社富士野,旧お客様,,川口町２－６５２８－３６,銚子市,千葉県,288-0001,JP,,,,"{""city"":""銚子市"",""country"":""JP"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""288-0001"",""state"":""千葉県"",""street"":""川口町２－６５２８－３６""}",,,,,,,,,,03-1234-5030,03-5793-8302,A-127576,fujino.example.com,/services/images/photo/0017200000biNYjAAM,,食品卸売,68837000000,252,上場,,"【事業内容】
写真用、医療用、食用各種ゼラチンの製造販売。製本包装用、衛材用、ラベル用その他各種タイプの接着剤、ゲル化剤、安定剤、調味料等の食品材料、生化学、バイオマテリアル用コラーゲンの製造・販売。
2003年6月6日付で環境マネジメントシステムの国際規格である「ISO14001」の認証を、財団法人日本品質保証機構（JQA）より取得",見込みあり：高,本社,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,,2025-04-17T02:07:28.000+0000,2025-04-17T02:07:28.000+0000,,,Pending,,,,,,,,,
0017200000biNYkAAM,,,東野幸商事株式会社,お客様候補,,東上野５－２－２,台東区,東京都,110-8624,JP,,,,"{""city"":""台東区"",""country"":""JP"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""110-8624"",""state"":""東京都"",""street"":""東上野５－２－２""}",,,,,,,,,,03-1234-5031,03-5793-8302,A-127517,higashino-sachi.example.com,/services/images/photo/0017200000biNYkAAM,,食品卸売,299811000000,481,上場,,"【事業内容】
写真用、医療用、食用各種ゼラチンの製造販売。製本包装用、衛材用、ラベル用その他各種タイプの接着剤、ゲル化剤、安定剤、調味料等の食品材料、生化学、バイオマテリアル用コラーゲンの製造・販売。
2003年6月6日付で環境マネジメントシステムの国際規格である「ISO14001」の認証を、財団法人日本品質保証機構（JQA）より取得",見込みあり：中,本社,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,,2025-04-17T02:07:28.000+0000,2025-04-17T02:07:28.000+0000,,,Pending,,,,,,,,,
0017200000biNYlAAM,,,ムーン建材株式会社,パートナー,,中央区心斎橋筋１丁目３－３,大阪市,大阪府,102-0094,JP,,,,"{""city"":""大阪市"",""country"":""JP"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""102-0094"",""state"":""大阪府"",""street"":""中央区心斎橋筋１丁目３－３""}",,,,,,,,,,03-1234-5032,03-5793-8302,A-127531,moon-kenzai.example.com,/services/images/photo/0017200000biNYlAAM,,流通&小売,160752000000,255,上場,,"【事業内容】
写真用、医療用、食用各種ゼラチンの製造販売。製本包装用、衛材用、ラベル用その他各種タイプの接着剤、ゲル化剤、安定剤、調味料等の食品材料、生化学、バイオマテリアル用コラーゲンの製造・販売。
2003年6月6日付で環境マネジメントシステムの国際規格である「ISO14001」の認証を、財団法人日本品質保証機構（JQA）より取得",見込みあり：高,本社,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,,2025-04-17T02:07:28.000+0000,2025-04-17T02:07:28.000+0000,,,Pending,,,,,,,,,
0017200000biNYmAAM,,,大東京重機株式会社,お客様,,大手町１－５－１,千代田区,東京都,100-0004,JP,,,,"{""city"":""千代田区"",""country"":""JP"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""100-0004"",""state"":""東京都"",""street"":""大手町１－５－１""}",,,,,,,,,,03-1234-5033,03-5793-8302,A-127593,daitokyo-juki.example.com,/services/images/photo/0017200000biNYmAAM,,金融サービス,58747000000,1122,未上場,,"【事業内容】
写真用、医療用、食用各種ゼラチンの製造販売。製本包装用、衛材用、ラベル用その他各種タイプの接着剤、ゲル化剤、安定剤、調味料等の食品材料、生化学、バイオマテリアル用コラーゲンの製造・販売。
2003年6月6日付で環境マネジメントシステムの国際規格である「ISO14001」の認証を、財団法人日本品質保証機構（JQA）より取得",見込み無し,本社,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,,2025-04-17T02:07:28.000+0000,2025-04-17T02:07:28.000+0000,,,Pending,,,,,,,,,
0017200000biNYnAAM,,,北河産業株式会社,お客様,,日本橋富沢町８－８,中央区,東京都,103-0006,JP,,,,"{""city"":""中央区"",""country"":""JP"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""103-0006"",""state"":""東京都"",""street"":""日本橋富沢町８－８""}",,,,,,,,,,03-1234-5034,03-5793-8302,A-127609,kitagawa-sangyo.example.com,/services/images/photo/0017200000biNYnAAM,,繊維・紙卸売,51164000000,781,上場,,"【事業内容】
写真用、医療用、食用各種ゼラチンの製造販売。製本包装用、衛材用、ラベル用その他各種タイプの接着剤、ゲル化剤、安定剤、調味料等の食品材料、生化学、バイオマテリアル用コラーゲンの製造・販売。
2003年6月6日付で環境マネジメントシステムの国際規格である「ISO14001」の認証を、財団法人日本品質保証機構（JQA）より取得",将来見込み有り,本社,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,,2025-04-17T02:07:28.000+0000,2025-04-17T02:07:28.000+0000,,,Pending,,,,,,,,,
0017200000biNYoAAM,,,オーエルエレクトロニクス株式会社,旧お客様,,紀尾井町３－６,千代田区,東京都,5420085,JP,,,,"{""city"":""千代田区"",""country"":""JP"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""5420085"",""state"":""東京都"",""street"":""紀尾井町３－６""}",,,,,,,,,,03-1234-5035,03-5793-8302,A-127606,all-electronics.example.com,/services/images/photo/0017200000biNYoAAM,,電機卸売,52690000000,230,上場,,"【事業内容】
写真用、医療用、食用各種ゼラチンの製造販売。製本包装用、衛材用、ラベル用その他各種タイプの接着剤、ゲル化剤、安定剤、調味料等の食品材料、生化学、バイオマテリアル用コラーゲンの製造・販売。
2003年6月6日付で環境マネジメントシステムの国際規格である「ISO14001」の認証を、財団法人日本品質保証機構（JQA）より取得",見込みあり：高,本社,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,,2025-04-17T02:07:28.000+0000,2025-04-17T02:07:28.000+0000,,,Pending,,,,,,,,,
0017200000biNYpAAM,,,野田中産業株式会社,旧お客様,,新宿１－１－１１,新宿区,東京都,160-0022,JP,,,,"{""city"":""新宿区"",""country"":""JP"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""160-0022"",""state"":""東京都"",""street"":""新宿１－１－１１""}",,,,,,,,,,03-1234-5036,03-5793-8302,A-127566,nodanaka-sangyo.example.com,/services/images/photo/0017200000biNYpAAM,,流通&小売,77355000000,517,未上場,,"【事業内容】
写真用、医療用、食用各種ゼラチンの製造販売。製本包装用、衛材用、ラベル用その他各種タイプの接着剤、ゲル化剤、安定剤、調味料等の食品材料、生化学、バイオマテリアル用コラーゲンの製造・販売。
2003年6月6日付で環境マネジメントシステムの国際規格である「ISO14001」の認証を、財団法人日本品質保証機構（JQA）より取得",見込みなし,本社,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,,2025-04-17T02:07:28.000+0000,2025-04-17T02:07:28.000+0000,,,Pending,,,,,,,,,
0017200000biNYqAAM,,,ツナシン電機株式会社,パートナー,,深沢８－１９－２０,世田谷区,東京都,158-0081,JP,,,,"{""city"":""世田谷区"",""country"":""JP"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""158-0081"",""state"":""東京都"",""street"":""深沢８－１９－２０""}",,,,,,,,,,03-1234-5037,03-5793-8302,A-127580,tsunashin-denki.example.com,/services/images/photo/0017200000biNYqAAM,,製造,66890000000,328,上場,,"【事業内容】
写真用、医療用、食用各種ゼラチンの製造販売。製本包装用、衛材用、ラベル用その他各種タイプの接着剤、ゲル化剤、安定剤、調味料等の食品材料、生化学、バイオマテリアル用コラーゲンの製造・販売。
2003年6月6日付で環境マネジメントシステムの国際規格である「ISO14001」の認証を、財団法人日本品質保証機構（JQA）より取得",見込みあり：高,本社,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,,2025-04-17T02:07:28.000+0000,2025-04-17T02:07:28.000+0000,,,Pending,,,,,,,,,
0017200000biNYrAAM,,,京レインターナショナル株式会社,旧お客様,,日本橋室町３－４－４,中央区,東京都,103-0022,JP,,,,"{""city"":""中央区"",""country"":""JP"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""103-0022"",""state"":""東京都"",""street"":""日本橋室町３－４－４""}",,,,,,,,,,03-1234-5038,03-5793-8302,A-127527,kyoure-international.example.com,/services/images/photo/0017200000biNYrAAM,,流通&小売,191101000000,309,未上場,,"【事業内容】
写真用、医療用、食用各種ゼラチンの製造販売。製本包装用、衛材用、ラベル用その他各種タイプの接着剤、ゲル化剤、安定剤、調味料等の食品材料、生化学、バイオマテリアル用コラーゲンの製造・販売。
2003年6月6日付で環境マネジメントシステムの国際規格である「ISO14001」の認証を、財団法人日本品質保証機構（JQA）より取得",見込みなし,本社,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,,2025-04-17T02:07:28.000+0000,2025-04-17T02:07:28.000+0000,,,Pending,,,,,,,,,
0017200000biNYsAAM,,,株式会社山口エコー,旧お客様,,塩浜２－１２,市川市,千葉県,272-0127,JP,,,,"{""city"":""市川市"",""country"":""JP"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""272-0127"",""state"":""千葉県"",""street"":""塩浜２－１２""}",,,,,,,,,,03-1234-5039,03-5793-8302,A-127541,yamaguchi-echo.example.com,/services/images/photo/0017200000biNYsAAM,,食品卸売,119000000000,480,上場,,"【事業内容】
写真用、医療用、食用各種ゼラチンの製造販売。製本包装用、衛材用、ラベル用その他各種タイプの接着剤、ゲル化剤、安定剤、調味料等の食品材料、生化学、バイオマテリアル用コラーゲンの製造・販売。
2003年6月6日付で環境マネジメントシステムの国際規格である「ISO14001」の認証を、財団法人日本品質保証機構（JQA）より取得",見込みあり：中,本社,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,,2025-04-17T02:07:28.000+0000,2025-04-17T02:07:28.000+0000,,,Pending,,,,,,,,,
0017200000biNYtAAM,,,株式会社川田,お客様,,大久保２－５－２５,新宿区,東京都,169-8558,JP,,,,"{""city"":""新宿区"",""country"":""JP"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""169-8558"",""state"":""東京都"",""street"":""大久保２－５－２５""}",,,,,,,,,,03-1234-5040,03-5793-8302,A-127639,kawada.example.com,/services/images/photo/0017200000biNYtAAM,,流通&小売,35908000000,427,上場,,"【事業内容】
写真用、医療用、食用各種ゼラチンの製造販売。製本包装用、衛材用、ラベル用その他各種タイプの接着剤、ゲル化剤、安定剤、調味料等の食品材料、生化学、バイオマテリアル用コラーゲンの製造・販売。
2003年6月6日付で環境マネジメントシステムの国際規格である「ISO14001」の認証を、財団法人日本品質保証機構（JQA）より取得",見込み有り,本社,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,,2025-04-17T02:07:28.000+0000,2025-04-17T02:07:28.000+0000,,,Pending,,,,,,,,,
0017200000biNYuAAM,,,谷町産業株式会社,お客様候補,,丸の内１－８－２,千代田区,東京都,100-0005,JP,,,,"{""city"":""千代田区"",""country"":""JP"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""100-0005"",""state"":""東京都"",""street"":""丸の内１－８－２""}",,,,,,,,,,03-1234-5041,03-5793-8302,A-127642,tanimachi-sangyo.example.com,/services/images/photo/0017200000biNYuAAM,,流通&小売,35070000000,299,上場,,"【事業内容】
写真用、医療用、食用各種ゼラチンの製造販売。製本包装用、衛材用、ラベル用その他各種タイプの接着剤、ゲル化剤、安定剤、調味料等の食品材料、生化学、バイオマテリアル用コラーゲンの製造・販売。
2003年6月6日付で環境マネジメントシステムの国際規格である「ISO14001」の認証を、財団法人日本品質保証機構（JQA）より取得",見込みあり：高,本社,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,,2025-04-17T02:07:28.000+0000,2025-04-17T02:07:28.000+0000,,,Pending,,,,,,,,,
0017200000biNYvAAM,,,高橋秀不動産株式会社,パートナー,,下大島町410,前橋市,愛知県,379-2152,JP,,,,"{""city"":""前橋市"",""country"":""JP"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""379-2152"",""state"":""愛知県"",""street"":""下大島町410""}",,,,,,,,,,03-1234-5042,03-5793-8302,A-127515,takahashihide-fudosan.example.com,/services/images/photo/0017200000biNYvAAM,,公共サービス&エネルギー,341856000000,151,未上場,,"【事業内容】
写真用、医療用、食用各種ゼラチンの製造販売。製本包装用、衛材用、ラベル用その他各種タイプの接着剤、ゲル化剤、安定剤、調味料等の食品材料、生化学、バイオマテリアル用コラーゲンの製造・販売。
2003年6月6日付で環境マネジメントシステムの国際規格である「ISO14001」の認証を、財団法人日本品質保証機構（JQA）より取得",見込みあり：高,本社,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,,2025-04-17T02:07:28.000+0000,2025-04-17T02:07:28.000+0000,,,Pending,,,,,,,,,
0017200000biNYwAAM,,,立花田商事株式会社,お客様,,築地５－６－１０,中央区,東京都,104-0045,JP,,,,"{""city"":""中央区"",""country"":""JP"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""104-0045"",""state"":""東京都"",""street"":""築地５－６－１０""}",,,,,,,,,,03-1234-5043,03-5793-8302,A-127518,tachihanada-shoji.example.com,/services/images/photo/0017200000biNYwAAM,,流通&小売,295587000000,2999,未上場,,"【事業内容】
写真用、医療用、食用各種ゼラチンの製造販売。製本包装用、衛材用、ラベル用その他各種タイプの接着剤、ゲル化剤、安定剤、調味料等の食品材料、生化学、バイオマテリアル用コラーゲンの製造・販売。
2003年6月6日付で環境マネジメントシステムの国際規格である「ISO14001」の認証を、財団法人日本品質保証機構（JQA）より取得",見込み有り,本社,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,,2025-04-17T02:07:28.000+0000,2025-04-17T02:07:28.000+0000,,,Pending,,,,,,,,,
0017200000biNYxAAM,,,角商マシネックス株式会社,お客様,,大塚３－５－１０,文京区,東京都,112-0012,JP,,,,"{""city"":""文京区"",""country"":""JP"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""112-0012"",""state"":""東京都"",""street"":""大塚３－５－１０""}",,,,,,,,,,03-1234-5044,03-5793-8302,A-127653,sumisho-machinecs.example.com,/services/images/photo/0017200000biNYxAAM,,流通&小売,33403000000,170,未上場,,"【事業内容】
写真用、医療用、食用各種ゼラチンの製造販売。製本包装用、衛材用、ラベル用その他各種タイプの接着剤、ゲル化剤、安定剤、調味料等の食品材料、生化学、バイオマテリアル用コラーゲンの製造・販売。
2003年6月6日付で環境マネジメントシステムの国際規格である「ISO14001」の認証を、財団法人日本品質保証機構（JQA）より取得",見込み有り,本社,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,00572000008d2X9AAI,2025-04-17T02:07:28.000+0000,,2025-04-17T02:07:28.000+0000,2025-04-17T02:07:28.000+0000,,,Pending,,,,,,,,,
