Id,IsDeleted,AccountId,IsPrivate,Name,Description,StageName,Amount,Probability,ExpectedRevenue,TotalOpportunityQuantity,CloseDate,Type,NextStep,LeadSource,IsClosed,IsWon,ForecastCategory,ForecastCategoryName,CampaignId,HasOpportunityLineItem,Pricebook2Id,OwnerId,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,FiscalQuarter,FiscalYear,Fiscal,LastViewedDate,LastReferencedDate,HasOpenActivity,HasOverdueTask
0067200000FpxFxAAJ,,0017200000biNZ6AAM,,新規商談 - 大日本リサイクル株式会社,,Prospecting,82972,10,8297.2,,2024-09-28,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,3,2024,2024 3,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxFyAAJ,,0017200000biNZ7AAM,,新規商談 - 帝徳ホームズ株式会社,,Prospecting,94418,10,9441.800000000001,,2020-11-28,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,4,2020,2020 4,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxFzAAJ,,0017200000biNZ7AAM,,成約案件 - 帝徳ホームズ株式会社,,Prospecting,17904,10,1790.4,,2020-12-27,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,4,2020,2020 4,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxG0AAJ,,0017200000biNZ7AAM,,商談開拓 - 帝徳ホームズ株式会社,,Prospecting,64309,10,6430.900000000001,,2024-11-11,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,4,2024,2024 4,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxG1AAJ,,0017200000biNZ8AAM,,商談開拓 - 昭和カップ株式会社,,Prospecting,73326,10,7332.6,,2022-12-28,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,4,2022,2022 4,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxG2AAJ,,0017200000biNYLAA2,,契約見込 - Sample Account for Entitlements,,Prospecting,69455,10,6945.5,,2024-07-24,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,3,2024,2024 3,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxG3AAJ,,0017200000biNYLAA2,,契約見込 - Sample Account for Entitlements,,Prospecting,103418,10,10341.800000000001,,2020-07-22,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,3,2020,2020 3,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxG4AAJ,,0017200000biNYLAA2,,商談開拓 - Sample Account for Entitlements,,Prospecting,1188,10,118.80000000000001,,2025-02-24,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,1,2025,2025 1,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxG5AAJ,,0017200000biNYMAA2,,見込案件 - 株式会社ドルフィン事務器,,Prospecting,32321,10,3232.1000000000004,,2021-05-24,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,2,2021,2021 2,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxG6AAJ,,0017200000biNYNAA2,,商談開拓 - 株式会社バーグ,,Prospecting,51442,10,5144.200000000001,,2022-05-25,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,2,2022,2022 2,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxG7AAJ,,0017200000biNYOAA2,,成約案件 - 平成金属商事株式会社,,Prospecting,4841,10,484.1,,2022-07-17,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,3,2022,2022 3,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxG8AAJ,,0017200000biNYOAA2,,契約見込 - 平成金属商事株式会社,,Prospecting,68083,10,6808.3,,2023-10-13,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,4,2023,2023 4,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxG9AAJ,,0017200000biNYPAA2,,契約案件 - 伊達事務機器株式会社,,Prospecting,38026,10,3802.6000000000004,,2023-10-15,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,4,2023,2023 4,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxGAAAZ,,0017200000biNYPAA2,,契約案件 - 伊達事務機器株式会社,,Prospecting,16304,10,1630.4,,2022-12-21,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,4,2022,2022 4,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxGBAAZ,,0017200000biNYPAA2,,商談開拓 - 伊達事務機器株式会社,,Prospecting,49688,10,4968.8,,2022-11-07,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,4,2022,2022 4,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxGCAAZ,,0017200000biNYPAA2,,契約案件 - 伊達事務機器株式会社,,Prospecting,54813,10,5481.3,,2021-02-24,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,1,2021,2021 1,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxGDAAZ,,0017200000biNYQAA2,,顧客見込 - 帝国物産株式会社,,Prospecting,76681,10,7668.1,,2022-06-22,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,2,2022,2022 2,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxGEAAZ,,0017200000biNYQAA2,,新規商談 - 帝国物産株式会社,,Prospecting,58866,10,5886.6,,2021-04-18,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,2,2021,2021 2,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxGFAAZ,,0017200000biNYSAA2,,新規商談 - 株式会社あさひかわ証券,,Prospecting,18260,10,1826,,2023-06-07,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,2,2023,2023 2,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxGGAAZ,,0017200000biNYSAA2,,契約見込 - 株式会社あさひかわ証券,,Prospecting,63672,10,6367.200000000001,,2025-06-23,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,2,2025,2025 2,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxGHAAZ,,0017200000biNYSAA2,,新規案件 - 株式会社あさひかわ証券,,Prospecting,26264,10,2626.4,,2023-08-06,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,3,2023,2023 3,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxGIAAZ,,0017200000biNYSAA2,,契約案件 - 株式会社あさひかわ証券,,Prospecting,115571,10,11557.1,,2023-12-08,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,4,2023,2023 4,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxGJAAZ,,0017200000biNYTAA2,,新規商談 - アヒューマンドットコム株式会社,,Prospecting,71103,10,7110.3,,2022-04-21,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,2,2022,2022 2,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxGKAAZ,,0017200000biNYTAA2,,顧客見込 - アヒューマンドットコム株式会社,,Prospecting,25639,10,2563.9,,2021-08-18,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,3,2021,2021 3,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxGLAAZ,,0017200000biNYUAA2,,新規案件 - 西山コーセン株式会社,,Prospecting,9412,10,941.2,,2023-01-17,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,1,2023,2023 1,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxGMAAZ,,0017200000biNYUAA2,,契約案件 - 西山コーセン株式会社,,Prospecting,37623,10,3762.3,,2021-09-26,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,3,2021,2021 3,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxGNAAZ,,0017200000biNYUAA2,,契約見込 - 西山コーセン株式会社,,Prospecting,50281,10,5028.1,,2022-07-17,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,3,2022,2022 3,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxGOAAZ,,0017200000biNYWAA2,,顧客見込 - 京輪不動産株式会社,,Prospecting,41952,10,4195.2,,2023-07-11,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,3,2023,2023 3,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxGPAAZ,,0017200000biNYWAA2,,契約見込 - 京輪不動産株式会社,,Prospecting,52492,10,5249.200000000001,,2023-06-14,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,2,2023,2023 2,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxGQAAZ,,0017200000biNYWAA2,,見込案件 - 京輪不動産株式会社,,Prospecting,41154,10,4115.400000000001,,2022-08-05,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,3,2022,2022 3,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxGRAAZ,,0017200000biNYWAA2,,契約案件 - 京輪不動産株式会社,,Prospecting,22782,10,2278.2000000000003,,2022-08-16,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,3,2022,2022 3,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxGSAAZ,,0017200000biNYXAA2,,成約案件 - 大日本ワイズ株式会社,,Prospecting,47158,10,4715.8,,2020-03-08,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,1,2020,2020 1,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxGTAAZ,,0017200000biNYXAA2,,新規案件 - 大日本ワイズ株式会社,,Prospecting,56409,10,5640.900000000001,,2023-12-22,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,4,2023,2023 4,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxGUAAZ,,0017200000biNYYAA2,,成約案件 - 株式会社北陣,,Prospecting,72411,10,7241.1,,2020-09-07,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,3,2020,2020 3,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxGVAAZ,,0017200000biNYYAA2,,契約案件 - 株式会社北陣,,Prospecting,118854,10,11885.400000000001,,2020-04-02,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,2,2020,2020 2,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxGWAAZ,,0017200000biNYYAA2,,契約案件 - 株式会社北陣,,Prospecting,55465,10,5546.5,,2022-10-11,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,4,2022,2022 4,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxGXAAZ,,0017200000biNYYAA2,,商談開拓 - 株式会社北陣,,Prospecting,29859,10,2985.9,,2024-07-15,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,3,2024,2024 3,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxGYAAZ,,0017200000biNYbAAM,,見込案件 - カントリー通信株式会社,,Prospecting,91611,10,9161.1,,2021-01-04,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,1,2021,2021 1,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxGZAAZ,,0017200000biNYbAAM,,新規案件 - カントリー通信株式会社,,Prospecting,20852,10,2085.2000000000003,,2023-01-12,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,1,2023,2023 1,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxGaAAJ,,0017200000biNYbAAM,,顧客見込 - カントリー通信株式会社,,Prospecting,17237,10,1723.7,,2022-02-03,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,1,2022,2022 1,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxGbAAJ,,0017200000biNYcAAM,,契約見込 - 富士液化ガス株式会社,,Prospecting,20367,10,2036.7,,2023-01-16,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,1,2023,2023 1,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxGcAAJ,,0017200000biNYcAAM,,商談開拓 - 富士液化ガス株式会社,,Prospecting,106352,10,10635.2,,2022-12-23,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,4,2022,2022 4,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxGdAAJ,,0017200000biNYcAAM,,契約案件 - 富士液化ガス株式会社,,Prospecting,50168,10,5016.8,,2021-08-27,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,3,2021,2021 3,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxGeAAJ,,0017200000biNYeAAM,,見込案件 - 渡瀬パイプ株式会社,,Prospecting,75641,10,7564.1,,2022-12-06,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,4,2022,2022 4,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxGfAAJ,,0017200000biNYgAAM,,商談開拓 - 江角プラックス株式会社,,Prospecting,8767,10,876.7,,2022-07-18,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,3,2022,2022 3,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxGgAAJ,,0017200000biNYgAAM,,新規商談 - 江角プラックス株式会社,,Prospecting,13533,10,1353.3000000000002,,2021-03-14,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,1,2021,2021 1,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxGhAAJ,,0017200000biNYhAAM,,成約案件 - 日本マクトロン株式会社,,Prospecting,62600,10,6260,,2021-06-25,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,2,2021,2021 2,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxGiAAJ,,0017200000biNZTAA2,,契約見込 - 株式会社月光堂,,Prospecting,83469,10,8346.9,,2022-07-12,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,3,2022,2022 3,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxbhAAB,,0017200000biNZTAA2,,商談開拓 - 株式会社月光堂,,Prospecting,78873,10,7887.3,,2022-11-14,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,4,2022,2022 4,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxbiAAB,,0017200000biNZUAA2,,成約案件 - 株式会社佐田工業,,Prospecting,88022,10,8802.2,,2023-07-26,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,3,2023,2023 3,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxbjAAB,,0017200000biNZUAA2,,見込案件 - 株式会社佐田工業,,Prospecting,53524,10,5352.400000000001,,2023-12-22,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,4,2023,2023 4,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxbkAAB,,0017200000biNZUAA2,,顧客見込 - 株式会社佐田工業,,Prospecting,40961,10,4096.1,,2022-08-15,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,3,2022,2022 3,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
