Id,IsDeleted,AccountId,IsPrivate,Name,Description,StageName,Amount,Probability,ExpectedRevenue,TotalOpportunityQuantity,CloseDate,Type,NextStep,LeadSource,IsClosed,IsWon,ForecastCategory,ForecastCategoryName,CampaignId,HasOpportunityLineItem,Pricebook2Id,OwnerId,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,FiscalQuarter,FiscalYear,Fiscal,LastViewedDate,LastReferencedDate,HasOpenActivity,HasOverdueTask
0067200000FpxblAAB,,0017200000biNZUAA2,,商談開拓 - 株式会社佐田工業,,Prospecting,3509,10,350.90000000000003,,2020-10-11,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,4,2020,2020 4,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxbmAAB,,0017200000biNZVAA2,,新規商談 - 株式会社四川商会222,,Prospecting,13851,10,1385.1000000000001,,2023-12-07,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,4,2023,2023 4,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxbnAAB,,0017200000biNZWAA2,,商談開拓 - 江角輸送機株式会社,,Prospecting,83029,10,8302.9,,2024-08-09,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,3,2024,2024 3,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxboAAB,,0017200000biNZWAA2,,契約案件 - 江角輸送機株式会社,,Prospecting,36328,10,3632.8,,2025-07-26,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,3,2025,2025 3,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxbpAAB,,0017200000biNZWAA2,,新規商談 - 江角輸送機株式会社,,Prospecting,30350,10,3035,,2025-09-05,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,3,2025,2025 3,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxbqAAB,,0017200000biNZWAA2,,見込案件 - 江角輸送機株式会社,,Prospecting,71006,10,7100.6,,2020-12-29,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,4,2020,2020 4,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxbrAAB,,0017200000biNZXAA2,,成約案件 - 日本デトロイト・インスルメント株式会社,,Prospecting,62128,10,6212.8,,2025-12-09,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,4,2025,2025 4,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxbsAAB,,0017200000biNZXAA2,,契約案件 - 日本デトロイト・インスルメント株式会社,,Prospecting,87534,10,8753.4,,2021-08-29,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,3,2021,2021 3,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxbtAAB,,0017200000biNZXAA2,,契約見込 - 日本デトロイト・インスルメント株式会社,,Prospecting,4541,10,454.1,,2023-02-05,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,1,2023,2023 1,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxbuAAB,,0017200000biNZXAA2,,新規商談 - 日本デトロイト・インスルメント株式会社,,Prospecting,36128,10,3612.8,,2023-04-04,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,2,2023,2023 2,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxbvAAB,,0017200000biNZ9AAM,,新規商談 - 株式会社レーヨンクリカー,,Prospecting,64664,10,6466.400000000001,,2022-08-07,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,3,2022,2022 3,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxbwAAB,,0017200000biNZ9AAM,,顧客見込 - 株式会社レーヨンクリカー,,Prospecting,77253,10,7725.3,,2022-09-17,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,3,2022,2022 3,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxbxAAB,,0017200000biNZAAA2,,契約案件 - 後藤田建築事務所株式会社,,Prospecting,9318,10,931.8000000000001,,2022-09-16,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,3,2022,2022 3,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxbyAAB,,0017200000biNZAAA2,,契約案件 - 後藤田建築事務所株式会社,,Prospecting,30328,10,3032.8,,2020-11-06,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,4,2020,2020 4,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxbzAAB,,0017200000biNZBAA2,,契約案件 - 三谷プラスチックス株式会社,,Prospecting,61993,10,6199.3,,2022-02-15,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,1,2022,2022 1,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000Fpxc0AAB,,0017200000biNZBAA2,,新規案件 - 三谷プラスチックス株式会社,,Prospecting,61863,10,6186.3,,2020-02-23,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,1,2020,2020 1,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000Fpxc1AAB,,0017200000biNZBAA2,,商談開拓 - 三谷プラスチックス株式会社,,Prospecting,74745,10,7474.5,,2020-07-11,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,3,2020,2020 3,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000Fpxc2AAB,,0017200000biNZCAA2,,成約案件 - 太西通商株式会社,,Prospecting,37502,10,3750.2000000000003,,2021-09-01,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,3,2021,2021 3,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000Fpxc3AAB,,0017200000biNZCAA2,,商談開拓 - 太西通商株式会社,,Prospecting,41790,10,4179,,2023-10-16,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,4,2023,2023 4,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000Fpxc4AAB,,0017200000biNZDAA2,,契約見込 - 木村田ゼミナール株式会社,,Prospecting,8804,10,880.4000000000001,,2021-07-29,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,3,2021,2021 3,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000Fpxc5AAB,,0017200000biNZEAA2,,見込案件 - 古樹産業株式会社,,Prospecting,23242,10,2324.2000000000003,,2020-05-18,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,2,2020,2020 2,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000Fpxc6AAB,,0017200000biNZEAA2,,契約見込 - 古樹産業株式会社,,Prospecting,32604,10,3260.4,,2023-08-05,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,3,2023,2023 3,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000Fpxc7AAB,,0017200000biNZEAA2,,契約見込 - 古樹産業株式会社,,Prospecting,44191,10,4419.1,,2024-02-11,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,1,2024,2024 1,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000Fpxc8AAB,,0017200000biNZEAA2,,新規商談 - 古樹産業株式会社,,Prospecting,37714,10,3771.4,,2020-05-20,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,2,2020,2020 2,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000Fpxc9AAB,,0017200000biNZFAA2,,契約見込 - 大坂貿易株式会社,,Prospecting,108414,10,10841.400000000001,,2023-06-14,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,2,2023,2023 2,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxcAAAR,,0017200000biNZGAA2,,顧客見込 - Sample Account for Entitlements,,Prospecting,73775,10,7377.5,,2020-11-25,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,4,2020,2020 4,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxcBAAR,,0017200000biNZGAA2,,契約見込 - Sample Account for Entitlements,,Prospecting,26116,10,2611.6000000000004,,2023-08-24,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,3,2023,2023 3,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxcCAAR,,0017200000biNZGAA2,,見込案件 - Sample Account for Entitlements,,Prospecting,42539,10,4253.900000000001,,2024-06-11,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,2,2024,2024 2,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxcDAAR,,0017200000biNZHAA2,,契約案件 - 株式会社ヨグチ,,Prospecting,911,10,91.10000000000001,,2024-03-27,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,1,2024,2024 1,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxcEAAR,,0017200000biNZHAA2,,見込案件 - 株式会社ヨグチ,,Prospecting,24901,10,2490.1000000000004,,2020-04-03,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,2,2020,2020 2,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxcFAAR,,0017200000biNZHAA2,,顧客見込 - 株式会社ヨグチ,,Prospecting,90490,10,9049,,2023-04-11,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,2,2023,2023 2,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxcGAAR,,0017200000biNZHAA2,,商談開拓 - 株式会社ヨグチ,,Prospecting,64045,10,6404.5,,2024-12-24,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,4,2024,2024 4,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxcHAAR,,0017200000biNZJAA2,,顧客見込 - 平成トレーダー株式会社,,Prospecting,25271,10,2527.1000000000004,,2025-04-13,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,2,2025,2025 2,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxcIAAR,,0017200000biNZJAA2,,新規案件 - 平成トレーダー株式会社,,Prospecting,23418,10,2341.8,,2022-07-22,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,3,2022,2022 3,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxcJAAR,,0017200000biNZJAA2,,新規商談 - 平成トレーダー株式会社,,Prospecting,63986,10,6398.6,,2020-11-10,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,4,2020,2020 4,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxcKAAR,,0017200000biNZKAA2,,契約見込 - 大帝国商事株式会社,,Prospecting,45714,10,4571.400000000001,,2023-02-04,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,1,2023,2023 1,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxcLAAR,,0017200000biNZKAA2,,新規商談 - 大帝国商事株式会社,,Prospecting,8818,10,881.8000000000001,,2023-04-06,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,2,2023,2023 2,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxcMAAR,,0017200000biNZKAA2,,成約案件 - 大帝国商事株式会社,,Prospecting,51281,10,5128.1,,2020-03-04,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,1,2020,2020 1,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxcNAAR,,0017200000biNZKAA2,,契約見込 - 大帝国商事株式会社,,Prospecting,43005,10,4300.5,,2022-03-09,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,1,2022,2022 1,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxcOAAR,,0017200000biNZNAA2,,顧客見込 - 丸田無線電機株式会社,,Prospecting,52672,10,5267.200000000001,,2023-05-11,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,2,2023,2023 2,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxcPAAR,,0017200000biNZPAA2,,見込案件 - イビン産業（株）,,Prospecting,56649,10,5664.900000000001,,2022-11-09,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,4,2022,2022 4,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxcQAAR,,0017200000biNZPAA2,,新規商談 - イビン産業（株）,,Prospecting,85910,10,8591,,2025-04-20,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,2,2025,2025 2,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxcRAAR,,0017200000biNZPAA2,,契約案件 - イビン産業（株）,,Prospecting,669,10,66.9,,2022-08-04,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,3,2022,2022 3,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxcSAAR,,0017200000biNZQAA2,,契約案件 - 曙橋産業株式会社,,Prospecting,40210,10,4021,,2023-02-24,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,1,2023,2023 1,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxcTAAR,,0017200000biNZRAA2,,契約見込 - 株式会社萌商会,,Prospecting,55024,10,5502.400000000001,,2025-03-12,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,1,2025,2025 1,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxcUAAR,,0017200000biNZRAA2,,新規案件 - 株式会社萌商会,,Prospecting,74866,10,7486.6,,2022-08-19,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,3,2022,2022 3,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxcVAAR,,0017200000biNZRAA2,,成約案件 - 株式会社萌商会,,Prospecting,9491,10,949.1,,2024-02-28,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,1,2024,2024 1,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxcWAAR,,0017200000biNZSAA2,,成約案件 - 株式会社ステンレスセンター,,Prospecting,37949,10,3794.9,,2020-03-29,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,1,2020,2020 1,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxcXAAR,,0017200000biNZSAA2,,新規商談 - 株式会社ステンレスセンター,,Prospecting,31596,10,3159.6000000000004,,2022-02-23,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,1,2022,2022 1,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxcYAAR,,0017200000biNZSAA2,,顧客見込 - 株式会社ステンレスセンター,,Prospecting,29491,10,2949.1000000000004,,2020-10-13,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,4,2020,2020 4,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxcZAAR,,0017200000biNZTAA2,,新規商談 - 株式会社月光堂,,Prospecting,2050,10,205,,2022-07-28,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,3,2022,2022 3,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
0067200000FpxcaAAB,,0017200000biNZTAA2,,契約見込 - 株式会社月光堂,,Prospecting,56676,10,5667.6,,2022-08-14,,,,,,Pipeline,Pipeline,,,,00572000008d2X9AAI,2025-04-17T02:07:30.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,00572000008d2X9AAI,2025-04-17T02:20:56.000+0000,,3,2022,2022 3,2025-04-17T02:20:56.000+0000,2025-04-17T02:20:56.000+0000,,
